timestamp,processing_duration,original_rows,cleaned_rows,excluded_rows,normalized_values,trimmed_values,case_corrections,total_processed,status_d_updates,status_0_duplicates,status_nan_unknowns,status_x_skipped,lookup_matches,lookup_misses
2025-07-29,0,355,355,0,0,0,685,355,0,0,355,0,0,355
